rungroup	entry	fold
rg02_theta15p195_foil0	166742	1
rg02_theta15p195_foil0	166747	1
rg02_theta15p195_foil0	166748	0
rg02_theta15p195_foil0	166792	1
rg02_theta15p195_foil0	166803	0
rg02_theta15p195_foil0	166829	2
rg02_theta15p195_foil0	166837	1
rg02_theta15p195_foil0	166867	0
rg02_theta15p195_foil0	166896	2
rg02_theta15p195_foil0	166957	1
rg02_theta15p195_foil0	166995	2
rg02_theta15p195_foil0	167020	0
rg02_theta15p195_foil0	167047	2
rg02_theta15p195_foil0	167052	1
rg02_theta15p195_foil0	167058	1
rg02_theta15p195_foil0	167066	1
rg02_theta15p195_foil0	167085	1
rg02_theta15p195_foil0	167118	0
rg02_theta15p195_foil0	167156	1
rg02_theta15p195_foil0	167169	1
rg02_theta15p195_foil0	167187	1
rg02_theta15p195_foil0	167206	1
rg02_theta15p195_foil0	167341	0
rg02_theta15p195_foil0	167413	2
rg02_theta15p195_foil0	167481	0
rg02_theta15p195_foil0	167497	1
rg02_theta15p195_foil0	167500	0
rg02_theta15p195_foil0	167521	2
rg02_theta15p195_foil0	167527	2
rg02_theta15p195_foil0	167582	0
rg02_theta15p195_foil0	167606	0
rg02_theta15p195_foil0	167607	2
rg02_theta15p195_foil0	167651	0
rg02_theta15p195_foil0	167662	0
rg02_theta15p195_foil0	167680	0
rg02_theta15p195_foil0	167684	0
rg02_theta15p195_foil0	167686	2
rg02_theta15p195_foil0	167689	0
rg02_theta15p195_foil0	167708	0
rg02_theta15p195_foil0	167766	1
rg02_theta15p195_foil0	167770	1
rg02_theta15p195_foil0	167820	2
rg02_theta15p195_foil0	169277	2
rg02_theta15p195_foil0	169335	1
rg02_theta15p195_foil0	169437	2
rg02_theta15p195_foil0	169504	0
rg02_theta15p195_foil0	169600	0
rg02_theta15p195_foil0	169609	1
rg02_theta15p195_foil0	169816	2
rg02_theta15p195_foil0	169842	1
rg02_theta15p195_foil0	169901	0
rg02_theta15p195_foil0	169955	1
rg02_theta15p195_foil0	170014	0
rg02_theta15p195_foil0	170028	0
rg02_theta15p195_foil0	170057	0
rg02_theta15p195_foil0	170100	1
rg02_theta15p195_foil0	170142	1
rg02_theta15p195_foil0	170167	1
rg02_theta15p195_foil0	170191	1
rg02_theta15p195_foil0	170226	0
rg02_theta15p195_foil0	170228	0
rg02_theta15p195_foil0	170330	2
rg02_theta15p195_foil0	170374	0
rg02_theta15p195_foil0	170394	0
rg02_theta15p195_foil0	170404	1
rg02_theta15p195_foil0	170437	0
rg02_theta15p195_foil0	170455	2
rg02_theta15p195_foil0	170490	2
rg02_theta15p195_foil0	170507	0
rg02_theta15p195_foil0	170529	0
rg02_theta15p195_foil0	172184	0
rg02_theta15p195_foil0	172221	1
rg02_theta15p195_foil0	172262	1
rg02_theta15p195_foil0	172343	1
rg02_theta15p195_foil0	172364	2
rg02_theta15p195_foil0	172535	0
rg02_theta15p195_foil0	173883	2
rg02_theta15p195_foil0	173946	0
rg02_theta15p195_foil0	174039	1
rg02_theta15p195_foil0	174075	1
rg02_theta15p195_foil0	174169	0
rg02_theta15p195_foil0	174185	1
rg02_theta15p195_foil0	174367	1
rg02_theta15p195_foil0	174411	0
rg02_theta15p195_foil0	174433	2
rg02_theta15p195_foil0	174454	1
rg02_theta15p195_foil0	174694	0
rg02_theta15p195_foil0	174796	1
rg02_theta15p195_foil0	174864	2
rg02_theta15p195_foil0	174942	0
rg02_theta15p195_foil0	177663	0
rg02_theta15p195_foil0	177705	1
rg02_theta15p195_foil0	177754	2
rg02_theta15p195_foil0	177777	1
rg02_theta15p195_foil0	177843	2
rg02_theta15p195_foil0	177948	2
rg02_theta15p195_foil0	177989	2
rg02_theta15p195_foil0	178046	1
rg02_theta15p195_foil0	178090	1
rg02_theta15p195_foil0	178111	2
rg02_theta15p195_foil0	178130	1
rg02_theta15p195_foil0	178141	1
rg02_theta15p195_foil0	178143	0
rg02_theta15p195_foil0	178145	0
rg02_theta15p195_foil0	178154	1
rg02_theta15p195_foil0	178287	0
rg02_theta15p195_foil0	178316	2
rg02_theta15p195_foil0	178346	0
rg02_theta15p195_foil0	178430	2
rg02_theta15p195_foil0	178434	1
rg02_theta15p195_foil0	178450	1
rg02_theta15p195_foil0	178474	2
rg02_theta15p195_foil0	178477	1
rg02_theta15p195_foil0	178480	1
rg02_theta15p195_foil0	178491	2
rg02_theta15p195_foil0	178496	2
rg02_theta15p195_foil0	178532	0
rg02_theta15p195_foil0	178569	2
rg02_theta15p195_foil0	178573	1
rg02_theta15p195_foil0	178580	0
rg02_theta15p195_foil0	178711	0
rg02_theta15p195_foil0	178713	0
rg02_theta15p195_foil0	193694	0
rg02_theta15p195_foil0	193915	0
rg02_theta15p195_foil0	193996	2
rg02_theta15p195_foil0	194053	1
rg02_theta15p195_foil0	194078	1
rg02_theta15p195_foil0	194086	0
rg02_theta15p195_foil0	194105	1
rg02_theta15p195_foil0	194150	1
rg02_theta15p195_foil0	194182	2
rg02_theta15p195_foil0	194234	1
rg02_theta15p195_foil0	194258	1
rg02_theta15p195_foil0	194341	0
rg02_theta15p195_foil0	194382	1
rg02_theta15p195_foil0	194392	0
rg02_theta15p195_foil0	194408	0
rg02_theta15p195_foil0	194410	1
rg02_theta15p195_foil0	194502	1
rg02_theta15p195_foil0	194536	2
rg02_theta15p195_foil0	194579	0
rg02_theta15p195_foil0	194611	2
rg02_theta15p195_foil0	194618	1
rg02_theta15p195_foil0	194638	2
rg02_theta15p195_foil0	194749	0
rg02_theta15p195_foil0	194751	2
rg02_theta15p195_foil0	194819	1
rg02_theta15p195_foil0	194854	1
rg02_theta15p195_foil0	194922	2
rg02_theta15p195_foil0	194925	0
rg02_theta15p195_foil0	194974	1
rg02_theta15p195_foil0	194983	0
rg02_theta15p195_foil0	195030	0
rg02_theta15p195_foil0	195035	0
rg02_theta15p195_foil0	195044	1
rg02_theta15p195_foil0	195060	2
rg02_theta15p195_foil0	195085	0
rg02_theta15p195_foil0	195106	2
rg02_theta15p195_foil0	195133	2
rg02_theta15p195_foil0	195146	1
rg02_theta15p195_foil0	195181	0
rg02_theta15p195_foil0	195212	1
rg02_theta15p195_foil0	195243	2
rg02_theta15p195_foil0	195252	2
rg02_theta15p195_foil0	195259	2
rg02_theta15p195_foil0	195267	2
rg02_theta15p195_foil0	195289	2
rg02_theta15p195_foil0	195293	1
rg02_theta15p195_foil0	195309	0
rg02_theta15p195_foil0	195363	1
rg02_theta15p195_foil0	195367	0
rg02_theta15p195_foil0	195387	0
rg02_theta15p195_foil0	195392	0
rg02_theta15p195_foil0	195395	0
rg02_theta15p195_foil0	195405	0
rg02_theta15p195_foil0	195438	2
rg02_theta15p195_foil0	195443	1
rg02_theta15p195_foil0	195486	0
rg02_theta15p195_foil0	195551	2
rg02_theta15p195_foil0	195668	1
rg02_theta15p195_foil0	195695	0
rg02_theta15p195_foil0	195702	1
rg02_theta15p195_foil0	195729	1
rg02_theta15p195_foil0	195731	0
rg02_theta15p195_foil0	195762	2
rg02_theta15p195_foil0	195851	1
rg02_theta15p195_foil0	195859	1
rg02_theta15p195_foil0	195883	2
rg02_theta15p195_foil0	195889	1
rg02_theta15p195_foil0	195890	2
rg02_theta15p195_foil0	195905	2
rg02_theta15p195_foil0	195931	2
rg02_theta15p195_foil0	195939	2
rg02_theta15p195_foil0	195958	1
rg02_theta15p195_foil0	195982	2
rg02_theta15p195_foil0	196001	2
rg02_theta15p195_foil0	196002	0
rg02_theta15p195_foil0	196006	0
rg02_theta15p195_foil0	196105	2
rg02_theta15p195_foil0	196177	2
rg02_theta15p195_foil0	196218	2
rg02_theta15p195_foil0	196244	1
rg02_theta15p195_foil0	196255	1
rg02_theta15p195_foil0	196297	2
rg02_theta15p195_foil0	196327	2
rg02_theta15p195_foil0	196357	2
rg02_theta15p195_foil0	196364	1
rg02_theta15p195_foil0	196378	2
rg02_theta15p195_foil0	196379	0
rg02_theta15p195_foil0	196394	1
rg02_theta15p195_foil0	196425	2
rg02_theta15p195_foil0	196461	2
rg02_theta15p195_foil0	196467	1
rg02_theta15p195_foil0	196489	1
rg02_theta15p195_foil0	196565	1
rg02_theta15p195_foil0	196582	2
rg02_theta15p195_foil0	196611	1
rg02_theta15p195_foil0	196637	2
rg02_theta15p195_foil0	196656	2
rg02_theta15p195_foil0	196668	2
rg02_theta15p195_foil0	196711	0
rg02_theta15p195_foil0	196760	2
rg02_theta15p195_foil0	196769	2
rg02_theta15p195_foil0	196777	2
rg02_theta15p195_foil0	196823	0
rg02_theta15p195_foil0	196828	2
rg02_theta15p195_foil0	196832	2
rg02_theta15p195_foil0	196845	2
rg02_theta15p195_foil0	196895	1
rg02_theta15p195_foil0	196916	1
rg02_theta15p195_foil0	197002	0
rg02_theta15p195_foil0	197008	0
rg02_theta15p195_foil0	197085	0
rg02_theta15p195_foil0	197128	2
rg02_theta15p195_foil0	197136	1
rg02_theta15p195_foil0	197151	1
rg02_theta15p195_foil0	197154	1
rg02_theta15p195_foil0	197162	1
rg02_theta15p195_foil0	197183	1
rg02_theta15p195_foil0	197210	1
rg02_theta15p195_foil0	197211	0
rg02_theta15p195_foil0	197230	1
rg02_theta15p195_foil0	197294	0
rg02_theta15p195_foil0	197323	1
rg02_theta15p195_foil0	197331	2
rg02_theta15p195_foil0	197337	0
rg02_theta15p195_foil0	197339	1
rg02_theta15p195_foil0	197399	2
rg02_theta15p195_foil0	197411	0
rg02_theta15p195_foil0	197418	0
rg02_theta15p195_foil0	197464	1
rg02_theta15p195_foil0	197479	0
rg02_theta15p195_foil0	197511	0
rg02_theta15p195_foil0	197523	1
rg02_theta15p195_foil0	197601	2
rg02_theta15p195_foil0	197622	2
rg02_theta15p195_foil0	197626	0
rg02_theta15p195_foil0	197664	1
rg02_theta15p195_foil0	197714	1
rg02_theta15p195_foil0	197728	2
rg02_theta15p195_foil0	197737	2
rg02_theta15p195_foil0	197759	2
rg02_theta15p195_foil0	197768	1
rg02_theta15p195_foil0	197797	2
rg02_theta15p195_foil0	197802	1
rg02_theta15p195_foil0	197935	1
rg02_theta15p195_foil0	197963	2
rg02_theta15p195_foil0	198001	0
rg02_theta15p195_foil0	198045	2
rg02_theta15p195_foil0	198103	0
rg02_theta15p195_foil0	198126	2
rg02_theta15p195_foil0	198140	0
rg02_theta15p195_foil0	198148	2
rg02_theta15p195_foil0	198152	2
rg02_theta15p195_foil0	198165	2
rg02_theta15p195_foil0	198182	1
rg02_theta15p195_foil0	198218	0
rg02_theta15p195_foil0	198238	1
rg02_theta15p195_foil0	198256	1
rg02_theta15p195_foil0	198293	0
rg02_theta15p195_foil0	198295	0
rg02_theta15p195_foil0	198301	1
rg02_theta15p195_foil0	198327	0
rg02_theta15p195_foil0	198380	2
rg02_theta15p195_foil0	198403	1
rg02_theta15p195_foil0	198417	2
rg02_theta15p195_foil0	198445	1
rg02_theta15p195_foil0	198481	1
rg02_theta15p195_foil0	198521	0
rg02_theta15p195_foil0	198527	1
rg02_theta15p195_foil0	198597	1
rg02_theta15p195_foil0	198634	2
rg02_theta15p195_foil0	198696	1
rg02_theta15p195_foil0	198745	1
rg02_theta15p195_foil0	198766	1
rg02_theta15p195_foil0	198772	2
rg02_theta15p195_foil0	198781	0
rg02_theta15p195_foil0	198812	1
rg02_theta15p195_foil0	198821	2
rg02_theta15p195_foil0	198959	2
rg02_theta15p195_foil0	198974	2
rg02_theta15p195_foil0	198982	0
rg02_theta15p195_foil0	199012	2
rg02_theta15p195_foil0	199014	1
rg02_theta15p195_foil0	199028	2
rg02_theta15p195_foil0	199203	1
rg02_theta15p195_foil0	199283	1
rg02_theta15p195_foil0	199288	1
rg02_theta15p195_foil0	199313	2
rg02_theta15p195_foil0	199420	2
rg02_theta15p195_foil0	199450	1
rg02_theta15p195_foil0	199478	1
rg02_theta15p195_foil0	199496	0
rg02_theta15p195_foil0	199618	1
rg02_theta15p195_foil0	199630	0
rg02_theta15p195_foil0	199651	0
rg02_theta15p195_foil0	199695	2
rg02_theta15p195_foil0	199697	1
rg02_theta15p195_foil0	199728	1
rg02_theta15p195_foil0	199750	2
rg02_theta15p195_foil0	199754	0
rg02_theta15p195_foil0	199773	1
rg02_theta15p195_foil0	199777	0
rg02_theta15p195_foil0	199795	2
rg02_theta15p195_foil0	199845	0
rg02_theta15p195_foil0	199862	1
rg02_theta15p195_foil0	199888	2
rg02_theta15p195_foil0	199935	0
rg02_theta15p195_foil0	200011	0
rg02_theta15p195_foil0	200017	1
rg02_theta15p195_foil0	200034	1
rg02_theta15p195_foil0	200096	1
rg02_theta15p195_foil0	200100	2
rg02_theta15p195_foil0	200122	2
rg02_theta15p195_foil0	200136	2
rg02_theta15p195_foil0	200195	2
rg02_theta15p195_foil0	200249	2
rg02_theta15p195_foil0	200268	0
rg02_theta15p195_foil0	200285	2
rg02_theta15p195_foil0	200309	2
rg02_theta15p195_foil0	200312	1
rg02_theta15p195_foil0	200335	1
rg02_theta15p195_foil0	200395	1
rg02_theta15p195_foil0	200408	1
rg02_theta15p195_foil0	200442	2
rg02_theta15p195_foil0	200445	0
rg02_theta15p195_foil0	200450	1
rg02_theta15p195_foil0	200493	2
rg02_theta15p195_foil0	200522	0
rg02_theta15p195_foil0	200537	0
rg02_theta15p195_foil0	200632	0
rg02_theta15p195_foil0	200649	1
rg02_theta15p195_foil0	200661	1
rg02_theta15p195_foil0	200685	2
rg02_theta15p195_foil0	200692	0
rg02_theta15p195_foil0	200693	0
rg02_theta15p195_foil0	200723	2
rg02_theta15p195_foil0	200729	0
rg02_theta15p195_foil0	200752	0
rg02_theta15p195_foil0	200802	2
rg02_theta15p195_foil0	200836	1
rg02_theta15p195_foil0	200846	0
rg02_theta15p195_foil0	200851	0
rg02_theta15p195_foil0	200890	1
rg02_theta15p195_foil0	201048	2
rg02_theta15p195_foil0	201092	1
rg02_theta15p195_foil0	201123	2
rg02_theta15p195_foil0	201204	0
rg02_theta15p195_foil0	201206	2
rg02_theta15p195_foil0	201209	1
rg02_theta15p195_foil0	201254	0
rg02_theta15p195_foil0	201265	1
rg02_theta15p195_foil0	201268	0
rg02_theta15p195_foil0	201270	2
rg02_theta15p195_foil0	201293	0
rg02_theta15p195_foil0	201343	1
rg02_theta15p195_foil0	201406	1
rg02_theta15p195_foil0	201471	0
rg02_theta15p195_foil0	201538	0
rg02_theta15p195_foil0	201555	2
rg02_theta15p195_foil0	201596	0
rg02_theta15p195_foil0	201599	0
rg02_theta15p195_foil0	201605	2
rg02_theta15p195_foil0	201687	2
rg02_theta15p195_foil0	201695	1
rg02_theta15p195_foil0	201698	1
rg02_theta15p195_foil0	201724	2
rg02_theta15p195_foil0	201729	0
rg02_theta15p195_foil0	201792	1
rg02_theta15p195_foil0	201804	0
rg02_theta15p195_foil0	201817	0
rg02_theta15p195_foil0	201952	2
rg02_theta15p195_foil0	201953	2
rg02_theta15p195_foil0	201961	0
rg02_theta15p195_foil0	201974	1
rg02_theta15p195_foil0	202053	0
rg02_theta15p195_foil0	202062	2
rg02_theta15p195_foil0	202145	1
rg02_theta15p195_foil0	202159	2
rg02_theta15p195_foil0	202187	2
rg02_theta15p195_foil0	202201	2
rg02_theta15p195_foil0	202211	0
rg02_theta15p195_foil0	202222	2
rg02_theta15p195_foil0	202266	0
rg02_theta15p195_foil0	202288	0
rg02_theta15p195_foil0	202303	2
rg02_theta15p195_foil0	202317	2
rg02_theta15p195_foil0	202342	0
rg02_theta15p195_foil0	202357	2
rg02_theta15p195_foil0	202366	1
rg02_theta15p195_foil0	202368	2
rg02_theta15p195_foil0	202400	0
rg02_theta15p195_foil0	202439	1
rg02_theta15p195_foil0	202493	2
rg02_theta15p195_foil0	202518	0
rg02_theta15p195_foil0	202534	1
rg02_theta15p195_foil0	202568	2
rg02_theta15p195_foil0	202588	0
rg02_theta15p195_foil0	202599	0
rg02_theta15p195_foil0	202610	0
rg02_theta15p195_foil0	202722	0
rg02_theta15p195_foil0	202726	1
rg02_theta15p195_foil0	202761	0
rg02_theta15p195_foil0	202775	0
rg02_theta15p195_foil0	202795	2
rg02_theta15p195_foil0	202825	0
rg02_theta15p195_foil0	202826	2
rg02_theta15p195_foil0	202833	0
rg02_theta15p195_foil0	202868	2
rg02_theta15p195_foil0	202899	0
rg02_theta15p195_foil0	202932	1
rg02_theta15p195_foil0	202971	2
rg02_theta15p195_foil0	202980	1
rg02_theta15p195_foil0	202988	2
rg02_theta15p195_foil0	202990	1
rg02_theta15p195_foil0	203056	2
rg02_theta15p195_foil0	203064	1
rg02_theta15p195_foil0	203188	1
rg02_theta15p195_foil0	203253	0
rg02_theta15p195_foil0	203275	0
rg02_theta15p195_foil0	203286	1
rg02_theta15p195_foil0	203297	1
rg02_theta15p195_foil0	203339	0
rg02_theta15p195_foil0	203399	0
rg02_theta15p195_foil0	203436	0
rg02_theta15p195_foil0	203439	2
rg02_theta15p195_foil0	203460	0
rg02_theta15p195_foil0	203464	1
rg02_theta15p195_foil0	203469	0
rg02_theta15p195_foil0	203498	2
rg02_theta15p195_foil0	203626	0
rg02_theta15p195_foil0	203644	1
rg02_theta15p195_foil0	203685	0
rg02_theta15p195_foil0	203695	2
rg02_theta15p195_foil0	203696	0
rg02_theta15p195_foil0	203722	2
rg02_theta15p195_foil0	203746	1
rg02_theta15p195_foil0	203756	0
rg02_theta15p195_foil0	203757	1
rg02_theta15p195_foil0	203908	0
rg02_theta15p195_foil0	203989	0
rg02_theta15p195_foil0	204007	0
rg02_theta15p195_foil0	204095	0
rg02_theta15p195_foil0	204156	0
rg02_theta15p195_foil0	204165	1
rg02_theta15p195_foil0	204184	2
rg02_theta15p195_foil0	204239	0
rg02_theta15p195_foil0	204348	1
rg02_theta15p195_foil0	204354	0
rg02_theta15p195_foil0	204361	0
rg02_theta15p195_foil0	204379	2
rg02_theta15p195_foil0	204441	0
rg02_theta15p195_foil0	204506	2
rg02_theta15p195_foil0	204511	1
rg02_theta15p195_foil0	204515	0
rg02_theta15p195_foil0	204526	1
rg02_theta15p195_foil0	204558	1
rg02_theta15p195_foil0	204572	2
rg02_theta15p195_foil0	204581	1
rg02_theta15p195_foil0	204594	0
rg02_theta15p195_foil0	204598	1
rg02_theta15p195_foil0	204611	2
rg02_theta15p195_foil0	204690	2
rg02_theta15p195_foil0	204710	1
rg02_theta15p195_foil0	204746	2
rg02_theta15p195_foil0	204761	0
rg02_theta15p195_foil0	204787	0
rg02_theta15p195_foil0	204883	2
rg02_theta15p195_foil0	204894	2
rg02_theta15p195_foil0	204903	1
rg02_theta15p195_foil0	204907	1
rg02_theta15p195_foil0	204938	1
rg02_theta15p195_foil0	205040	2
rg02_theta15p195_foil0	205066	0
rg02_theta15p195_foil0	205085	0
rg02_theta15p195_foil0	205111	2
rg02_theta15p195_foil0	205146	2
rg02_theta15p195_foil0	205173	1
rg02_theta15p195_foil0	205202	0
rg02_theta15p195_foil0	205221	2
rg02_theta15p195_foil0	205249	0
rg02_theta15p195_foil0	205254	2
rg02_theta15p195_foil0	205290	0
rg02_theta15p195_foil0	205332	0
rg02_theta15p195_foil0	205339	0
rg02_theta15p195_foil0	205380	0
rg02_theta15p195_foil0	205487	2
rg02_theta15p195_foil0	205491	2
rg02_theta15p195_foil0	205492	1
rg02_theta15p195_foil0	205494	1
rg02_theta15p195_foil0	205579	1
rg02_theta15p195_foil0	205672	1
rg02_theta15p195_foil0	205698	2
rg02_theta15p195_foil0	205704	1
rg02_theta15p195_foil0	205714	0
rg02_theta15p195_foil0	205740	2
rg02_theta15p195_foil0	205743	0
rg02_theta15p195_foil0	205775	1
rg02_theta15p195_foil0	205787	0
rg02_theta15p195_foil0	205793	1
rg02_theta15p195_foil0	205803	2
rg02_theta15p195_foil0	205806	1
rg02_theta15p195_foil0	205828	0
rg02_theta15p195_foil0	205834	2
rg02_theta15p195_foil0	205857	1
rg02_theta15p195_foil0	205936	1
rg02_theta15p195_foil0	205948	1
rg02_theta15p195_foil0	205970	0
rg02_theta15p195_foil0	206034	1
rg02_theta15p195_foil0	206040	2
rg02_theta15p195_foil0	206093	0
rg02_theta15p195_foil0	206100	2
rg02_theta15p195_foil0	206142	2
rg02_theta15p195_foil0	206202	2
rg02_theta15p195_foil0	206211	0
rg02_theta15p195_foil0	206214	1
rg02_theta15p195_foil0	206280	2
rg02_theta15p195_foil0	206323	0
rg02_theta15p195_foil0	206327	1
rg02_theta15p195_foil0	206373	2
rg02_theta15p195_foil0	206376	0
rg02_theta15p195_foil0	206383	1
rg02_theta15p195_foil0	206461	0
rg02_theta15p195_foil0	206509	2
rg02_theta15p195_foil0	206544	2
rg02_theta15p195_foil0	206576	0
rg02_theta15p195_foil0	206594	2
rg02_theta15p195_foil0	206610	1
rg02_theta15p195_foil0	206666	2
rg02_theta15p195_foil0	206668	0
rg02_theta15p195_foil0	206702	0
rg02_theta15p195_foil0	206712	1
rg02_theta15p195_foil0	206768	0
rg02_theta15p195_foil0	206774	2
rg02_theta15p195_foil0	206776	0
rg02_theta15p195_foil0	206847	0
rg02_theta15p195_foil0	206854	2
rg02_theta15p195_foil0	206892	0
rg02_theta15p195_foil0	206936	2
rg02_theta15p195_foil0	207022	2
rg02_theta15p195_foil0	207077	2
rg02_theta15p195_foil0	207154	0
rg02_theta15p195_foil0	207233	0
rg02_theta15p195_foil0	207241	0
rg02_theta15p195_foil0	207248	1
rg02_theta15p195_foil0	207260	2
rg02_theta15p195_foil0	207271	0
rg02_theta15p195_foil0	207294	2
rg02_theta15p195_foil0	207379	0
rg02_theta15p195_foil0	207386	2
rg02_theta15p195_foil0	207394	2
rg02_theta15p195_foil0	207405	0
rg02_theta15p195_foil0	207438	2
rg02_theta15p195_foil0	207571	1
rg02_theta15p195_foil0	207619	2
rg02_theta15p195_foil0	207637	2
rg02_theta15p195_foil0	207642	2
rg02_theta15p195_foil0	207675	2
rg02_theta15p195_foil0	207706	0
rg02_theta15p195_foil0	207726	0
rg02_theta15p195_foil0	207776	1
rg02_theta15p195_foil0	207777	2
rg02_theta15p195_foil0	207824	1
rg02_theta15p195_foil0	207847	1
rg02_theta15p195_foil0	207880	1
rg02_theta15p195_foil0	207886	1
rg02_theta15p195_foil0	209453	1
rg02_theta15p195_foil0	209515	0
rg02_theta15p195_foil0	209643	2
rg02_theta15p195_foil0	209645	2
rg02_theta15p195_foil0	209680	2
rg02_theta15p195_foil0	209770	0
rg02_theta15p195_foil0	209775	2
rg02_theta15p195_foil0	209802	0
rg02_theta15p195_foil0	209870	0
rg02_theta15p195_foil0	210066	1
rg02_theta15p195_foil0	210120	2
rg02_theta15p195_foil0	210182	2
rg02_theta15p195_foil0	210244	1
rg02_theta15p195_foil0	210253	2
rg02_theta15p195_foil0	210453	2
rg02_theta15p195_foil0	210502	2
rg02_theta15p195_foil0	210532	1
rg02_theta15p195_foil0	210577	2
rg02_theta15p195_foil0	210593	1
rg02_theta15p195_foil0	210621	2
rg02_theta15p195_foil0	210627	2
rg02_theta15p195_foil0	210749	1
rg02_theta15p195_foil0	210755	2
rg02_theta15p195_foil0	210783	0
rg02_theta15p195_foil0	210802	2
rg02_theta15p195_foil0	210825	1
rg02_theta15p195_foil0	210843	0
rg02_theta15p195_foil0	210854	1
rg02_theta15p195_foil0	210936	1
rg02_theta15p195_foil0	210939	1
rg02_theta15p195_foil0	210961	2
rg02_theta15p195_foil0	210970	2
rg02_theta15p195_foil0	210982	2
rg02_theta15p195_foil0	211000	2
rg02_theta15p195_foil0	211032	2
rg02_theta15p195_foil0	211046	1
rg02_theta15p195_foil0	211061	1
rg02_theta15p195_foil0	211071	0
rg02_theta15p195_foil0	211086	0
rg02_theta15p195_foil0	211105	1
rg02_theta15p195_foil0	211134	1
rg02_theta15p195_foil0	211178	2
rg02_theta15p195_foil0	211243	0
rg02_theta15p195_foil0	211267	1
rg02_theta15p195_foil0	211315	0
rg02_theta15p195_foil0	211332	2
rg02_theta15p195_foil0	211378	2
rg02_theta15p195_foil0	211387	0
rg02_theta15p195_foil0	211409	0
rg02_theta15p195_foil0	211421	0
rg02_theta15p195_foil0	211487	2
rg02_theta15p195_foil0	211545	1
rg02_theta15p195_foil0	211556	0
rg02_theta15p195_foil0	211598	0
rg02_theta15p195_foil0	211600	1
rg02_theta15p195_foil0	211614	0
rg02_theta15p195_foil0	211626	1
rg02_theta15p195_foil0	211636	1
rg02_theta15p195_foil0	211642	0
rg02_theta15p195_foil0	211676	1
rg02_theta15p195_foil0	211722	0
rg02_theta15p195_foil0	211728	2
rg02_theta15p195_foil0	211769	2
rg02_theta15p195_foil0	211815	2
rg02_theta15p195_foil0	211888	2
rg02_theta15p195_foil0	211890	2
rg02_theta15p195_foil0	211921	1
rg02_theta15p195_foil0	211948	0
rg02_theta15p195_foil0	211987	0
rg02_theta15p195_foil0	212046	2
rg02_theta15p195_foil0	212162	1
rg02_theta15p195_foil0	212218	2
rg02_theta15p195_foil0	212238	0
rg02_theta15p195_foil0	212245	1
rg02_theta15p195_foil0	212272	2
rg02_theta15p195_foil0	212286	2
rg02_theta15p195_foil0	212319	2
rg02_theta15p195_foil0	212324	0
rg02_theta15p195_foil0	212337	1
rg02_theta15p195_foil0	212352	1
rg02_theta15p195_foil0	212356	0
rg02_theta15p195_foil0	212452	2
rg02_theta15p195_foil0	212478	2
rg02_theta15p195_foil0	212482	1
rg02_theta15p195_foil0	212498	1
rg02_theta15p195_foil0	212526	0
rg02_theta15p195_foil0	212545	2
rg02_theta15p195_foil0	212553	0
rg02_theta15p195_foil0	212561	0
rg02_theta15p195_foil0	212599	0
rg02_theta15p195_foil0	212605	0
rg02_theta15p195_foil0	212624	1
rg02_theta15p195_foil0	212643	1
rg02_theta15p195_foil0	212698	2
rg02_theta15p195_foil0	212704	0
rg02_theta15p195_foil0	212721	0
rg02_theta15p195_foil0	212831	1
rg02_theta15p195_foil0	212872	2
rg02_theta15p195_foil0	212891	0
rg02_theta15p195_foil0	212951	0
rg02_theta15p195_foil0	212981	0
rg02_theta15p195_foil0	213041	1
rg02_theta15p195_foil0	213066	2
rg02_theta15p195_foil0	213070	0
rg02_theta15p195_foil0	213092	1
rg02_theta15p195_foil0	213113	2
rg02_theta15p195_foil0	213114	1
rg02_theta15p195_foil0	213126	2
rg02_theta15p195_foil0	213140	1
rg02_theta15p195_foil0	213212	1
rg02_theta15p195_foil0	213221	1
rg02_theta15p195_foil0	213331	0
rg02_theta15p195_foil0	213363	2
rg02_theta15p195_foil0	213384	2
rg02_theta15p195_foil0	213424	0
rg02_theta15p195_foil0	213458	0
rg02_theta15p195_foil0	213529	2
rg02_theta15p195_foil0	213532	1
rg02_theta15p195_foil0	213568	2
rg02_theta15p195_foil0	213642	1
rg02_theta15p195_foil0	213710	2
rg02_theta15p195_foil0	213741	1
rg02_theta15p195_foil0	213754	2
rg02_theta15p195_foil0	213794	0
rg02_theta15p195_foil0	213817	2
rg02_theta15p195_foil0	213848	1
rg02_theta15p195_foil0	213881	0
rg02_theta15p195_foil0	213896	1
rg02_theta15p195_foil0	213981	2
rg02_theta15p195_foil0	213995	1
rg02_theta15p195_foil0	214007	2
rg02_theta15p195_foil0	214010	0
rg02_theta15p195_foil0	214100	0
rg02_theta15p195_foil0	214149	1
rg02_theta15p195_foil0	214154	0
rg02_theta15p195_foil0	214160	1
rg02_theta15p195_foil0	214219	1
rg02_theta15p195_foil0	214224	2
rg02_theta15p195_foil0	214249	2
rg02_theta15p195_foil0	214260	1
rg02_theta15p195_foil0	214332	0
rg02_theta15p195_foil0	214348	0
rg02_theta15p195_foil0	214352	0
rg02_theta15p195_foil0	214362	0
rg02_theta15p195_foil0	214365	0
rg02_theta15p195_foil0	214392	0
rg02_theta15p195_foil0	214408	2
rg02_theta15p195_foil0	214418	2
rg02_theta15p195_foil0	214446	2
rg02_theta15p195_foil0	214486	1
