pool	level	zfoil	ndel	rungroup	xscol	yscol	n	qa_low
development	overall						68535	False
development	foil_delta	-8.0	0				2741	False
development	setting	-8.0	0	rg03_theta12p490_foilpm8			1233	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	3	21	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	0	5	13	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	1	6	True
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	3	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	1	5	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	2	1	15	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	2	2	32	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	2	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	2	5	35	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	2	6	7	True
development	hole	-8.0	0	rg03_theta12p490_foilpm8	3	1	17	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	3	2	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	3	3	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	3	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	3	5	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	3	6	26	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	4	1	23	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	4	2	35	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	4	3	35	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	4	4	27	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	4	5	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	4	6	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	5	1	14	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	5	2	35	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	5	3	35	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	5	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	5	6	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	6	1	7	True
development	hole	-8.0	0	rg03_theta12p490_foilpm8	6	2	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	6	3	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	6	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	6	5	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	6	6	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	7	2	22	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	7	3	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	7	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	7	5	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	7	6	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	8	3	12	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	8	4	34	False
development	hole	-8.0	0	rg03_theta12p490_foilpm8	8	5	34	False
development	setting	-8.0	0	rg06_theta15p195_foilpm8			737	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	0	3	20	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	0	4	14	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	0	5	10	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	1	3	19	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	1	4	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	1	5	22	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	2	1	11	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	2	2	17	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	2	4	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	2	5	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	3	2	20	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	3	3	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	3	4	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	3	5	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	3	6	15	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	4	2	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	4	3	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	4	4	10	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	4	5	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	4	6	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	5	2	18	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	5	3	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	5	4	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	5	6	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	6	2	14	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	6	3	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	6	4	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	6	5	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	6	6	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	7	2	12	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	7	4	23	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	7	5	27	False
development	hole	-8.0	0	rg06_theta15p195_foilpm8	7	6	26	False
development	setting	-8.0	0	rg07_theta12p495_foilpm8			771	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	0	2	14	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	0	3	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	0	4	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	0	5	20	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	1	2	6	True
development	hole	-8.0	0	rg07_theta12p495_foilpm8	1	4	7	True
development	hole	-8.0	0	rg07_theta12p495_foilpm8	1	5	10	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	2	1	6	True
development	hole	-8.0	0	rg07_theta12p495_foilpm8	2	2	8	True
development	hole	-8.0	0	rg07_theta12p495_foilpm8	2	4	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	2	5	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	2	6	21	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	3	1	9	True
development	hole	-8.0	0	rg07_theta12p495_foilpm8	3	2	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	3	3	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	3	4	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	3	5	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	3	6	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	4	1	8	True
development	hole	-8.0	0	rg07_theta12p495_foilpm8	4	2	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	4	3	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	4	4	11	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	4	5	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	4	6	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	5	2	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	5	3	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	5	4	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	5	6	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	6	2	17	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	6	3	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	6	4	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	6	5	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	6	6	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	7	2	16	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	7	3	23	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	7	4	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	7	5	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	7	6	24	False
development	hole	-8.0	0	rg07_theta12p495_foilpm8	8	5	19	False
development	foil_delta	-8.0	1				2742	False
development	setting	-8.0	1	rg03_theta12p490_foilpm8			937	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	0	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	0	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	0	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	0	5	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	1	1	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	1	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	1	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	1	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	1	5	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	1	6	12	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	2	1	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	2	2	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	2	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	2	5	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	2	6	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	3	1	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	3	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	3	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	3	4	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	3	5	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	3	6	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	4	1	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	4	2	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	4	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	4	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	4	5	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	4	6	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	5	1	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	5	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	5	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	5	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	5	6	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	6	1	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	6	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	6	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	6	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	6	5	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	6	6	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	7	1	13	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	7	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	7	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	7	4	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	7	5	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	7	6	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	8	2	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	8	3	20	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	8	4	19	False
development	hole	-8.0	1	rg03_theta12p490_foilpm8	8	5	20	False
development	setting	-8.0	1	rg06_theta15p195_foilpm8			880	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	0	2	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	0	3	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	0	4	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	0	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	1	1	15	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	1	2	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	1	3	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	1	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	1	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	2	1	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	2	2	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	2	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	2	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	2	6	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	3	1	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	3	2	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	3	3	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	3	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	3	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	3	6	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	4	1	15	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	4	2	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	4	3	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	4	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	4	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	4	6	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	5	1	15	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	5	2	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	5	3	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	5	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	5	6	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	6	1	11	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	6	2	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	6	3	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	6	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	6	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	6	6	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	7	2	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	7	3	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	7	4	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	7	5	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	7	6	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	8	2	15	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	8	3	20	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	8	4	19	False
development	hole	-8.0	1	rg06_theta15p195_foilpm8	8	5	20	False
development	setting	-8.0	1	rg07_theta12p495_foilpm8			925	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	0	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	0	3	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	0	4	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	0	5	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	1	1	15	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	1	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	1	3	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	1	4	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	1	5	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	1	6	8	True
development	hole	-8.0	1	rg07_theta12p495_foilpm8	2	1	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	2	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	2	4	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	2	5	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	2	6	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	3	1	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	3	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	3	3	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	3	4	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	3	5	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	3	6	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	4	1	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	4	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	4	3	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	4	4	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	4	5	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	4	6	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	5	1	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	5	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	5	3	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	5	4	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	5	6	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	6	1	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	6	2	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	6	3	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	6	4	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	6	5	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	6	6	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	7	1	12	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	7	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	7	3	19	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	7	4	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	7	5	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	7	6	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	8	2	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	8	3	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	8	4	20	False
development	hole	-8.0	1	rg07_theta12p495_foilpm8	8	5	20	False
development	foil_delta	-8.0	2				2742	False
development	setting	-8.0	2	rg03_theta12p490_foilpm8			932	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	0	2	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	0	3	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	0	4	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	0	5	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	1	1	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	1	2	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	1	3	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	1	4	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	1	5	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	1	6	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	2	1	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	2	2	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	2	4	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	2	5	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	2	6	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	3	1	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	3	2	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	3	3	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	3	4	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	3	5	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	3	6	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	4	1	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	4	2	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	4	3	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	4	4	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	4	5	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	4	6	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	5	1	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	5	2	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	5	3	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	5	4	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	5	6	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	6	1	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	6	2	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	6	3	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	6	4	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	6	5	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	6	6	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	7	1	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	7	2	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	7	3	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	7	4	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	7	5	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	7	6	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	8	2	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	8	3	20	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	8	4	19	False
development	hole	-8.0	2	rg03_theta12p490_foilpm8	8	5	20	False
development	setting	-8.0	2	rg06_theta15p195_foilpm8			876	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	0	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	0	3	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	0	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	0	5	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	1	1	14	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	1	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	1	3	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	1	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	1	5	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	1	6	13	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	2	1	10	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	2	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	2	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	2	5	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	2	6	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	3	1	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	3	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	3	3	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	3	4	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	3	5	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	3	6	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	4	1	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	4	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	4	3	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	4	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	4	5	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	4	6	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	5	1	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	5	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	5	3	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	5	4	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	5	6	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	6	1	11	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	6	2	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	6	3	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	6	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	6	5	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	6	6	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	7	2	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	7	3	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	7	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	7	5	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	7	6	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	8	2	20	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	8	3	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	8	4	19	False
development	hole	-8.0	2	rg06_theta15p195_foilpm8	8	5	19	False
development	setting	-8.0	2	rg07_theta12p495_foilpm8			934	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	0	2	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	0	3	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	0	4	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	0	5	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	1	1	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	1	2	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	1	3	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	1	4	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	1	5	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	1	6	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	2	1	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	2	2	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	2	4	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	2	5	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	2	6	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	3	1	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	3	2	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	3	3	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	3	4	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	3	5	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	3	6	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	4	1	19	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	4	2	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	4	3	20	False
development	hole	-8.0	2	rg07_theta12p495_foilpm8	4	4	19	False
