pool	level	zfoil	ndel	rungroup	xscol	yscol	n	qa_low	fold0	fold1	fold2
validation	hole	3.0	4	rg05_theta12p495_foilpm3	4	6	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	4	7	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	5	2	18	False	6	6	6
validation	hole	3.0	4	rg05_theta12p495_foilpm3	5	3	32	False	11	11	10
validation	hole	3.0	4	rg05_theta12p495_foilpm3	5	4	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	5	6	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	5	7	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	6	2	22	False	8	7	7
validation	hole	3.0	4	rg05_theta12p495_foilpm3	6	3	27	False	9	9	9
validation	hole	3.0	4	rg05_theta12p495_foilpm3	6	4	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	6	5	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	6	6	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	6	7	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	7	3	27	False	9	9	9
validation	hole	3.0	4	rg05_theta12p495_foilpm3	7	4	35	False	12	11	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	7	5	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	7	6	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	8	3	15	False	5	5	5
validation	hole	3.0	4	rg05_theta12p495_foilpm3	8	4	22	False	7	8	7
validation	hole	3.0	4	rg05_theta12p495_foilpm3	8	5	36	False	12	12	12
validation	hole	3.0	4	rg05_theta12p495_foilpm3	8	6	36	False	12	12	12
validation	foil_delta	8.0	0				2742	False	910	912	920
validation	setting	8.0	0	rg03_theta12p490_foilpm8			1043	False	349	345	349
validation	hole	8.0	0	rg03_theta12p490_foilpm8	0	3	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	0	4	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	0	5	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	0	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	1	2	10	False	3	3	4
validation	hole	8.0	0	rg03_theta12p490_foilpm8	1	3	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	1	4	23	False	8	7	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	1	5	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	1	6	23	False	8	8	7
validation	hole	8.0	0	rg03_theta12p490_foilpm8	1	7	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	2	2	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	2	4	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	2	5	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	2	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	2	7	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	3	2	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	3	3	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	3	4	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	3	5	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	3	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	3	7	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	4	2	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	4	3	23	False	8	7	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	4	4	22	False	8	7	7
validation	hole	8.0	0	rg03_theta12p490_foilpm8	4	5	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	4	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	4	7	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	5	2	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	5	3	23	False	7	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	5	4	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	5	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	5	7	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	6	2	16	False	6	5	5
validation	hole	8.0	0	rg03_theta12p490_foilpm8	6	3	23	False	8	7	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	6	4	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	6	5	23	False	7	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	6	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	6	7	23	False	8	7	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	7	3	21	False	7	7	7
validation	hole	8.0	0	rg03_theta12p490_foilpm8	7	4	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	7	5	23	False	7	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	7	6	24	False	8	8	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	7	7	23	False	8	7	8
validation	hole	8.0	0	rg03_theta12p490_foilpm8	8	5	23	False	8	8	7
validation	hole	8.0	0	rg03_theta12p490_foilpm8	8	6	24	False	8	8	8
validation	setting	8.0	0	rg06_theta15p195_foilpm8			807	False	264	271	272
validation	hole	8.0	0	rg06_theta15p195_foilpm8	0	4	13	False	5	4	4
validation	hole	8.0	0	rg06_theta15p195_foilpm8	0	5	20	False	6	7	7
validation	hole	8.0	0	rg06_theta15p195_foilpm8	0	6	22	False	8	7	7
validation	hole	8.0	0	rg06_theta15p195_foilpm8	1	3	12	False	4	4	4
validation	hole	8.0	0	rg06_theta15p195_foilpm8	1	4	18	False	6	6	6
validation	hole	8.0	0	rg06_theta15p195_foilpm8	1	5	18	False	6	6	6
validation	hole	8.0	0	rg06_theta15p195_foilpm8	1	6	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	1	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	2	4	20	False	7	6	7
validation	hole	8.0	0	rg06_theta15p195_foilpm8	2	5	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	2	6	23	False	7	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	2	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	3	2	11	False	3	4	4
validation	hole	8.0	0	rg06_theta15p195_foilpm8	3	3	22	False	7	7	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	3	4	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	3	5	23	False	7	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	3	6	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	3	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	4	3	22	False	7	7	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	4	5	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	4	6	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	4	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	5	2	6	True	2	2	2
validation	hole	8.0	0	rg06_theta15p195_foilpm8	5	3	22	False	7	7	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	5	4	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	5	6	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	5	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	6	3	21	False	7	7	7
validation	hole	8.0	0	rg06_theta15p195_foilpm8	6	4	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	6	5	23	False	7	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	6	6	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	6	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	7	3	13	False	4	5	4
validation	hole	8.0	0	rg06_theta15p195_foilpm8	7	4	13	False	4	5	4
validation	hole	8.0	0	rg06_theta15p195_foilpm8	7	5	20	False	6	7	7
validation	hole	8.0	0	rg06_theta15p195_foilpm8	7	6	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	7	7	24	False	8	8	8
validation	hole	8.0	0	rg06_theta15p195_foilpm8	8	5	13	False	4	5	4
validation	hole	8.0	0	rg06_theta15p195_foilpm8	8	6	20	False	6	7	7
validation	setting	8.0	0	rg07_theta12p495_foilpm8			892	False	297	296	299
validation	hole	8.0	0	rg07_theta12p495_foilpm8	0	4	18	False	6	6	6
validation	hole	8.0	0	rg07_theta12p495_foilpm8	0	5	16	False	5	5	6
validation	hole	8.0	0	rg07_theta12p495_foilpm8	0	6	15	False	5	5	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	1	2	10	False	3	4	3
validation	hole	8.0	0	rg07_theta12p495_foilpm8	1	3	15	False	5	5	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	1	4	22	False	7	7	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	1	5	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	1	6	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	1	7	17	False	6	6	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	2	2	15	False	5	5	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	2	4	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	2	5	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	2	6	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	2	7	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	3	2	15	False	5	5	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	3	3	17	False	6	5	6
validation	hole	8.0	0	rg07_theta12p495_foilpm8	3	4	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	3	5	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	3	6	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	3	7	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	4	2	15	False	5	5	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	4	3	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	4	4	11	False	3	4	4
validation	hole	8.0	0	rg07_theta12p495_foilpm8	4	5	23	False	8	7	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	4	6	23	False	7	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	4	7	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	5	2	12	False	4	4	4
validation	hole	8.0	0	rg07_theta12p495_foilpm8	5	3	23	False	8	8	7
validation	hole	8.0	0	rg07_theta12p495_foilpm8	5	4	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	5	6	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	5	7	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	6	3	16	False	5	5	6
validation	hole	8.0	0	rg07_theta12p495_foilpm8	6	4	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	6	5	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	6	6	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	6	7	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	7	3	11	False	3	4	4
validation	hole	8.0	0	rg07_theta12p495_foilpm8	7	4	17	False	6	5	6
validation	hole	8.0	0	rg07_theta12p495_foilpm8	7	5	23	False	8	8	7
validation	hole	8.0	0	rg07_theta12p495_foilpm8	7	6	23	False	8	8	7
validation	hole	8.0	0	rg07_theta12p495_foilpm8	7	7	24	False	8	8	8
validation	hole	8.0	0	rg07_theta12p495_foilpm8	8	4	14	False	5	4	5
validation	hole	8.0	0	rg07_theta12p495_foilpm8	8	5	17	False	6	5	6
validation	hole	8.0	0	rg07_theta12p495_foilpm8	8	6	24	False	8	8	8
validation	foil_delta	8.0	1				2741	False	919	912	910
validation	setting	8.0	1	rg03_theta12p490_foilpm8			1012	False	341	337	334
validation	hole	8.0	1	rg03_theta12p490_foilpm8	0	3	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	0	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	0	5	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	0	6	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	1	2	16	False	6	5	5
validation	hole	8.0	1	rg03_theta12p490_foilpm8	1	3	22	False	7	8	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	1	4	22	False	8	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	1	5	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	1	6	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	1	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	2	2	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	2	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	2	5	22	False	8	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	2	6	22	False	8	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	2	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	3	2	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	3	3	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	3	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	3	5	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	3	6	22	False	8	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	3	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	4	2	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	4	3	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	4	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	4	5	22	False	8	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	4	6	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	4	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	5	2	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	5	3	22	False	7	8	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	5	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	5	6	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	5	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	6	2	22	False	8	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	6	3	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	6	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	6	5	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	6	6	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	6	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	7	2	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	7	3	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	7	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	7	5	22	False	7	8	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	7	6	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	7	7	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	8	3	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	8	4	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	8	5	21	False	7	7	7
validation	hole	8.0	1	rg03_theta12p490_foilpm8	8	6	21	False	7	7	7
validation	setting	8.0	1	rg06_theta15p195_foilpm8			815	False	270	273	272
validation	hole	8.0	1	rg06_theta15p195_foilpm8	0	4	13	False	5	4	4
validation	hole	8.0	1	rg06_theta15p195_foilpm8	0	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	0	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	1	3	13	False	4	5	4
validation	hole	8.0	1	rg06_theta15p195_foilpm8	1	4	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	1	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	1	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	1	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	2	4	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	2	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	2	6	22	False	7	7	8
validation	hole	8.0	1	rg06_theta15p195_foilpm8	2	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	3	2	15	False	5	5	5
validation	hole	8.0	1	rg06_theta15p195_foilpm8	3	3	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	3	4	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	3	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	3	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	3	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	4	2	12	False	4	4	4
validation	hole	8.0	1	rg06_theta15p195_foilpm8	4	3	18	False	6	6	6
validation	hole	8.0	1	rg06_theta15p195_foilpm8	4	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	4	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	4	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	5	2	18	False	6	6	6
validation	hole	8.0	1	rg06_theta15p195_foilpm8	5	3	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	5	4	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	5	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	5	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	6	2	12	False	4	4	4
validation	hole	8.0	1	rg06_theta15p195_foilpm8	6	3	16	False	5	6	5
validation	hole	8.0	1	rg06_theta15p195_foilpm8	6	4	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	6	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	6	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	6	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	7	3	11	False	3	4	4
validation	hole	8.0	1	rg06_theta15p195_foilpm8	7	4	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	7	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	7	6	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	7	7	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	8	4	14	False	4	5	5
validation	hole	8.0	1	rg06_theta15p195_foilpm8	8	5	21	False	7	7	7
validation	hole	8.0	1	rg06_theta15p195_foilpm8	8	6	21	False	7	7	7
validation	setting	8.0	1	rg07_theta12p495_foilpm8			914	False	308	302	304
validation	hole	8.0	1	rg07_theta12p495_foilpm8	0	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	0	5	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	0	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	1	3	18	False	6	6	6
validation	hole	8.0	1	rg07_theta12p495_foilpm8	1	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	1	5	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	1	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	1	7	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	2	2	14	False	5	4	5
validation	hole	8.0	1	rg07_theta12p495_foilpm8	2	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	2	5	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	2	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	2	7	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	3	2	13	False	5	4	4
validation	hole	8.0	1	rg07_theta12p495_foilpm8	3	3	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	3	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	3	5	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	3	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	3	7	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	4	2	13	False	5	4	4
validation	hole	8.0	1	rg07_theta12p495_foilpm8	4	3	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	4	4	16	False	6	5	5
validation	hole	8.0	1	rg07_theta12p495_foilpm8	4	5	22	False	8	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	4	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	4	7	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	5	2	17	False	6	5	6
validation	hole	8.0	1	rg07_theta12p495_foilpm8	5	3	22	False	8	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	5	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	5	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	5	7	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	6	2	14	False	4	5	5
validation	hole	8.0	1	rg07_theta12p495_foilpm8	6	3	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	6	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	6	5	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	6	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	6	7	22	False	7	7	8
validation	hole	8.0	1	rg07_theta12p495_foilpm8	7	2	11	False	4	4	3
validation	hole	8.0	1	rg07_theta12p495_foilpm8	7	3	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	7	4	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	7	5	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	7	6	21	False	7	7	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	7	7	22	False	7	8	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	8	3	17	False	6	5	6
validation	hole	8.0	1	rg07_theta12p495_foilpm8	8	4	19	False	7	6	6
validation	hole	8.0	1	rg07_theta12p495_foilpm8	8	5	22	False	7	8	7
validation	hole	8.0	1	rg07_theta12p495_foilpm8	8	6	22	False	7	7	8
validation	foil_delta	8.0	2				2742	False	914	914	914
validation	setting	8.0	2	rg03_theta12p490_foilpm8			999	False	332	336	331
validation	hole	8.0	2	rg03_theta12p490_foilpm8	0	3	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	0	4	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	0	5	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	0	6	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	1	2	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	1	3	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	1	4	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	1	5	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	1	6	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	1	7	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	2	2	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	2	4	20	False	6	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	2	5	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	2	6	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	2	7	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	3	2	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	3	3	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	3	4	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	3	5	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	3	6	20	False	7	7	6
validation	hole	8.0	2	rg03_theta12p490_foilpm8	3	7	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	4	2	20	False	6	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	4	3	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	4	4	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	4	5	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	4	6	20	False	7	7	6
validation	hole	8.0	2	rg03_theta12p490_foilpm8	4	7	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	5	2	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	5	3	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	5	4	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	5	6	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	5	7	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	6	2	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	6	3	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	6	4	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	6	5	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	6	6	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	6	7	21	False	7	7	7
validation	hole	8.0	2	rg03_theta12p490_foilpm8	7	2	21	False	7	7	7
