pool	rungroup	zfoil	delta_low	delta_high	xscol	yscol	available	fit	surplus
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	7	2	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	7	3	20	20	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	7	4	31	21	10
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	7	5	46	20	26
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	7	6	79	21	58
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	7	7	110	21	89
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	8	3	10	10	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	8	4	17	17	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	8	5	33	21	12
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	8	6	44	21	23
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	-5.0	0.0	8	7	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	0	3	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	0	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	0	5	18	18	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	0	6	34	24	10
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	0	7	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	1	3	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	1	4	11	11	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	1	5	32	24	8
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	1	6	36	24	12
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	1	7	71	24	47
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	2	2	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	2	4	15	15	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	2	5	36	25	11
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	2	6	66	25	41
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	2	7	82	24	58
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	3	2	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	3	3	8	8	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	3	4	20	20	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	3	5	37	25	12
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	3	6	60	25	35
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	3	7	97	25	72
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	4	2	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	4	3	11	11	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	4	4	9	9	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	4	5	52	24	28
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	4	6	49	25	24
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	4	7	116	25	91
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	5	2	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	5	3	16	16	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	5	4	30	24	6
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	5	6	78	24	54
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	5	7	108	24	84
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	6	2	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	6	3	8	8	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	6	4	12	12	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	6	5	33	24	9
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	6	6	60	24	36
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	6	7	66	24	42
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	7	3	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	7	4	12	12	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	7	5	22	22	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	7	6	38	24	14
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	7	7	75	24	51
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	8	3	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	8	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	8	5	19	19	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	8	6	33	24	9
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	0.0	5.0	8	7	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	0	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	0	5	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	0	6	13	13	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	1	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	1	5	13	13	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	1	6	19	19	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	1	7	28	19	9
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	2	4	10	10	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	2	5	13	13	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	2	6	30	19	11
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	2	7	46	19	27
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	3	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	3	5	17	17	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	3	6	34	19	15
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	3	7	60	19	41
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	4	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	4	5	14	14	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	4	6	37	19	18
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	4	7	58	19	39
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	5	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	5	6	32	19	13
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	5	7	54	19	35
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	6	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	6	5	9	9	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	6	6	17	17	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	6	7	21	19	2
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	7	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	7	5	10	10	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	7	6	16	16	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	7	7	23	19	4
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	8	4	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	8	5	0	0	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	8	6	11	11	0
rg06_theta15p195_foilpm8	rg06_theta15p195_foilpm8	8.0	5.0	10.0	8	7	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	0	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	0	2	14	14	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	0	3	30	24	6
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	0	4	50	24	26
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	0	5	20	20	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	0	6	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	1	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	1	2	6	6	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	1	3	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	1	4	7	7	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	1	5	10	10	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	1	6	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	2	1	6	6	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	2	2	8	8	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	2	3	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	2	4	34	24	10
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	2	5	35	24	11
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	2	6	21	21	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	3	1	9	9	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	3	2	25	24	1
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	3	3	33	24	9
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	3	4	44	24	20
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	3	5	47	24	23
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	3	6	35	24	11
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	4	1	8	8	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	4	2	38	24	14
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	4	3	44	24	20
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	4	4	11	11	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	4	5	55	24	31
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	4	6	53	24	29
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	5	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	5	2	35	24	11
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	5	3	39	24	15
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	5	4	51	24	27
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	5	5	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	5	6	71	24	47
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	6	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	6	2	17	17	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	6	3	37	24	13
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	6	4	37	24	13
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	6	5	48	24	24
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	6	6	59	24	35
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	7	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	7	2	16	16	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	7	3	23	23	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	7	4	32	24	8
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	7	5	34	24	10
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	7	6	36	24	12
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	8	2	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	8	3	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	8	4	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	8	5	19	19	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-10.0	-8.0	8	6	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	0	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	0	2	21	20	1
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	0	3	36	20	16
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	0	4	51	20	31
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	0	5	30	20	10
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	0	6	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	1	1	15	15	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	1	2	32	20	12
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	1	3	53	19	34
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	1	4	64	19	45
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	1	5	60	20	40
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	1	6	8	8	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	2	1	26	20	6
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	2	2	35	20	15
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	2	3	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	2	4	88	20	68
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	2	5	74	20	54
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	2	6	52	20	32
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	3	1	31	20	11
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	3	2	54	20	34
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	3	3	89	20	69
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	3	4	83	20	63
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	3	5	108	19	89
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	3	6	101	20	81
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	4	1	22	20	2
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	4	2	38	20	18
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	4	3	73	19	54
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	4	4	36	19	17
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	4	5	134	20	114
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	4	6	134	20	114
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	5	1	31	19	12
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	5	2	65	20	45
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	5	3	65	20	45
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	5	4	77	20	57
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	5	5	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	5	6	93	20	73
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	6	1	19	19	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	6	2	38	19	19
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	6	3	54	20	34
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	6	4	89	19	70
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	6	5	100	20	80
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	6	6	103	20	83
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	7	1	12	12	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	7	2	44	20	24
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	7	3	61	19	42
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	7	4	51	20	31
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	7	5	66	20	46
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	7	6	94	20	74
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	8	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	8	2	25	20	5
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	8	3	44	20	24
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	8	4	41	20	21
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	8	5	53	20	33
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-8.0	-5.0	8	6	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	0	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	0	2	36	19	17
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	0	3	50	20	30
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	0	4	62	20	42
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	0	5	87	20	67
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	0	6	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	1	1	27	19	8
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	1	2	54	19	35
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	1	3	79	19	60
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	1	4	85	20	65
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	1	5	98	19	79
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	1	6	38	20	18
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	2	1	37	20	17
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	2	2	64	20	44
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	2	3	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	2	4	117	20	97
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	2	5	146	20	126
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	2	6	113	20	93
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	3	1	44	20	24
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	3	2	70	19	51
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	3	3	93	19	74
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	3	4	169	19	150
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	3	5	185	19	166
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	3	6	204	19	185
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	4	1	51	19	32
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	4	2	66	20	46
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	4	3	115	20	95
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	4	4	46	19	27
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	4	5	191	19	172
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	4	6	214	19	195
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	5	1	33	19	14
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	5	2	65	19	46
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	5	3	111	19	92
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	5	4	149	20	129
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	5	5	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	5	6	207	20	187
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	6	1	26	19	7
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	6	2	69	19	50
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	6	3	106	19	87
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	6	4	114	19	95
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	6	5	182	19	163
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	6	6	200	19	181
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	7	1	22	20	2
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	7	2	48	20	28
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	7	3	86	20	66
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	7	4	94	19	75
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	7	5	138	20	118
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	7	6	133	20	113
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	8	1	0	0	0
rg07_theta12p495_foilpm8	rg07_theta12p495_foilpm8	-8.0	-5.0	0.0	8	2	43	19	24
